,date,weight,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,ts_id,action
feature_18,-0.0018454084616515293,-0.0027777830158072815,0.6603905924060681,0.07939883581103985,0.08418768220327998,0.1385047802152751,0.18907015405626074,0.10413801795749988,0.1470781940328095,0.40094674870338987,0.4723790710134169,0.13432500186661253,0.15101461607537342,0.3338935553607137,0.37514422669920733,0.24853811106867718,0.2769517541564615,0.16600472676406852,0.18495092479845351,0.9065021067667888,1.0,0.5822321163711452,0.656677315994271,0.805419343348407,0.8576052539140424,0.713812284184989,0.7847739265210566,0.6312815452878505,0.7002595575729825,-0.43609636061502255,-0.49499190207822796,-0.5027790202777158,-0.5625911134826909,-0.47588107822434017,-0.5327038007069423,-0.5196636853285456,-0.546167779013668,-0.5386782111788809,-0.5750425644484435,0.6676463120343852,0.7488744768807519,-0.44625826429705123,-0.49492975655486154,-0.037680799192318114,0.04040864021319234,0.005335429231305084,-0.017152352908041815,-0.03756134593045346,0.02513862802768597,0.04005348116071575,0.03285901646084394,0.025375171641022137,0.01138286603355651,0.003754792492581053,-0.04360861255482011,0.07731684299252843,0.06105004729048128,0.001155413562480318,0.010870058268997533,0.006661932437341497,0.010174244589147173,0.009730864547711144,0.00546952380553512,0.005276865812382665,0.02538104873476725,0.02517539713326888,0.001799429914810681,0.005142937939954661,0.0031691634543633248,-0.05081950281055121,-0.04784535159071892,0.10039018919866444,0.07468919862432034,0.1089571917509022,-0.07492916393337287,-0.3957859065923881,-0.15126091757876645,-0.2624966457240868,-0.366790161230733,-0.010108163738683226,-0.07727461863441588,-0.32663177444448793,-0.13616096696464774,-0.22872297348426365,-0.28227092729808584,-0.00612281232513432,-0.019968598471280193,-0.3092579555317991,-0.05469849805662717,-0.16341993961952375,-0.26802202973416,-0.012744112933250252,-0.05149494972804786,-0.31051269814868593,-0.08405720400576916,-0.1419820554414329,-0.21456673877720459,-0.04315031788482423,0.04044794515788944,0.3797961815773215,0.11507267558129389,0.18775008997858247,0.30996642331809215,-0.009316514816519754,0.013068474965762918,0.292504685037231,0.06745954336198404,0.14584175951417527,0.2642934370465205,-0.0369714554770906,0.01828643950055257,0.08139089437967281,0.031103548161489407,0.04997162119383999,0.07847088215063205,-0.009361228268542562,-0.01783446868445416,0.048909962335957305,0.0020051696467245322,0.021333444906404684,0.04217683597508085,-0.03914732723270883,0.05134858873780469,0.015662327258179003,0.06687515361287416,0.04330753506630526,0.05617038048502062,0.027190380220104313,0.06055673403076099,0.0346676871697441,0.06425331751912836,0.03997472835441752,-0.0016467983512891465,-0.006686712231205257
feature_19,-0.0045302540676884235,-0.02427968591415443,0.6998210566055859,0.27465849559530037,0.21033199632776056,-0.0028850192271516633,0.007055114085690722,-0.0035909114729266267,0.013453963887601889,0.05456522439973398,0.0467039507387087,0.3825431898974167,0.3181929973630144,0.12084720340507692,0.09665479412766642,0.22417882338724435,0.16908034516355575,0.34380414901492323,0.2712497763196054,0.6733630368836695,0.5822321163711452,1.0,0.8896974322646377,0.7692075714362587,0.6109344505054246,0.8472369456470898,0.739998612901507,0.9569631087217128,0.8424472711262772,-0.5547201489256351,-0.508098102551932,-0.6747204197050358,-0.6165707032583944,-0.567825226986272,-0.5225792274604404,-0.6130007682922131,-0.5252673528412813,-0.6830399481323671,-0.593521758088285,0.6281365042206567,0.5595265352391815,-0.5800617670910226,-0.5316007437428638,-0.10999829838091156,0.17850657783474366,0.14623202025330587,0.004070813648753958,-0.04810935347980671,0.09465273161781161,0.16636593009100098,0.10482837509450545,0.04932456498856256,0.027927532283589806,-0.020145501279194792,-0.0833718514517689,0.2533245402911541,0.111648463375717,0.018645002436834406,0.028708783431638213,0.024602849920497563,0.028497176172572972,0.02616247112705137,-0.004577360726113493,-0.004296520438354218,0.015262593362315538,0.015568478792337118,-0.02301222582171765,-0.001748246741651292,-0.008720266509893378,-0.06748368580693066,-0.06461757583089137,0.28997578872580715,0.1467746566509636,0.22205691114042667,-0.13124695009858747,-0.6071944148811345,-0.23030066729578677,-0.3943006708553273,-0.5589741519004681,-0.04030319212441526,-0.11631007729291704,-0.4675172937479731,-0.17901188441462965,-0.30772392704451745,-0.40016396646144503,-0.02637073780547734,0.0005660295504826367,-0.43148263262425735,-0.0483368889286084,-0.21483781627615625,-0.3743299757689672,0.010125785065965818,-0.06418149933037937,-0.3986014623328925,-0.10389244339091422,-0.18314658829900116,-0.28138206779254893,-0.053210747674344715,0.11170573371512404,0.5757645641006995,0.20937844354484864,0.3089271279155024,0.4905621514373308,0.022781602203150765,0.052529187349564216,0.42327508929641344,0.11217113730340503,0.2155797680230006,0.379470367538747,-0.03545178298489134,0.06785225327497992,0.15409050331252602,0.08101116929504867,0.10648243046759576,0.1479971323448371,0.01888682019796018,-0.0036109488053587438,0.09888012067501249,0.019201201648793423,0.044615138129241776,0.08022029230299851,-0.04068991143538099,0.19404981597901597,0.010284639019911281,0.2239782947312839,0.05519779622683369,0.2050999054228007,0.019938962333462852,0.20852996792458886,0.02966553875426882,0.21765279671042417,0.04434593757118512,-0.004455464925055991,-0.005317580764522172
feature_20,-0.010042163021864411,-0.0067916574960739185,0.7354783590330797,0.2179421911902517,0.2433808224541187,0.009007999994057044,0.020297773583016484,0.016184112867445404,0.03167551168227606,0.053859561328087315,0.06834067416653655,0.3092871882909533,0.3627518480814532,0.10317796137599457,0.11684963814602399,0.18520329935022198,0.19664615234084643,0.2782621194494575,0.30765684242710617,0.6082672658938698,0.656677315994271,0.8896974322646377,1.0,0.7055077321825995,0.700511790944595,0.7712688885216714,0.8374798661647739,0.8630397403698896,0.9511393030816567,-0.5009840487899241,-0.5628694399407805,-0.6236764716020118,-0.6937279149423023,-0.5265076618832315,-0.5876671083954788,-0.5724020472065154,-0.5976864282512933,-0.63415072210956,-0.6713249852238119,0.5585011362365184,0.611789580355749,-0.5095420424446337,-0.575473209947457,-0.07428723855720742,0.06865714561272818,0.008700903735558003,-0.0007182196746150373,-0.04766259633401983,0.04546338626698652,0.0709211576094352,0.062403162201785094,0.05139031489516198,0.023909369925599812,0.004300639655053387,-0.08505552385534301,0.16363707488738471,0.15399669553480555,0.012332743357333748,0.03355927308198004,0.018641947861611892,0.0230137112902465,0.024935767201304904,-0.009947976047885457,-0.009727004214399718,0.01598762069515103,0.01592674679605139,-0.021785851815372567,0.0019228362053226545,-0.004635278221140358,-0.07135771267864409,-0.06824311125238453,0.22513258997805094,0.19764932796538676,0.2583544013358213,-0.1435243396063175,-0.626515396973027,-0.2457789346858892,-0.4141595572657442,-0.5794749976852948,-0.03244490046222206,-0.12377547848117325,-0.46423350907130495,-0.1868304152575796,-0.3141387115348792,-0.4012911959549086,-0.01825486242525209,-0.011792307728716792,-0.443763535120339,-0.058634843443495295,-0.22385887559813744,-0.3842524920819766,-0.009549426989374676,-0.0711262290281206,-0.3988447403421663,-0.10626123241707633,-0.18376742631098417,-0.2803827439413607,-0.06795920570939541,0.1041060830395632,0.5923993590577273,0.20990541458700998,0.31719882112976144,0.5067478292055737,0.002050639348205759,0.04716064461086635,0.4204948233854588,0.11218810931094236,0.2187663914519544,0.38266548058117955,-0.05249248656638848,0.057528425635832464,0.1549903068323837,0.07436070023938046,0.10413352391453183,0.15021558300284285,-0.0021247809110838635,-0.011703095023605854,0.09423748177649989,0.015790339291771854,0.04383088703054122,0.08024755811644126,-0.05692526572324708,0.0964138692348725,0.04088288418474859,0.13093943156905669,0.09495336269911861,0.10480294506261177,0.05403678734638968,0.11235216343823237,0.06574813138024334,0.12287409554390614,0.08273363685208665,-0.00963389821481427,0.0025359135766366892
feature_21,-0.0011113855154285736,-0.011089664793789155,0.7039756269928845,0.1524574264283558,0.11066730769115145,0.05449962114968862,0.07796230235262416,0.029754401524722543,0.060330261207897376,0.19865251445336213,0.20411546543124082,0.2335033092873348,0.19071871066843915,0.3895126420022155,0.36408677594199895,0.36074133130261055,0.32024955779614855,0.2745517404251421,0.2327874133392293,0.8834897787989937,0.805419343348407,0.7692075714362587,0.7055077321825995,1.0,0.890275326933067,0.9127673900326544,0.8361642475829489,0.8215173586907367,0.748948640357894,-0.5656596796285471,-0.5267606776452819,-0.6150989534790738,-0.5746385250502032,-0.5545051618593558,-0.521027695694332,-0.6047508702419022,-0.5311262081632611,-0.6472410531212749,-0.5768551433402234,0.7087975087058722,0.6602132250614251,-0.5734348876546389,-0.5290833984886157,-0.07345013703120379,0.1145038599229474,0.09114192088041713,-0.011465048787895749,-0.04519273248455571,0.06123463392801668,0.11021560683897053,0.06806756681173422,0.0322536950781168,0.020005954931634533,-0.009217590668756827,-0.0587137242503608,0.15400423257912482,0.0603679119053801,0.009372651339859489,0.013195570843264988,0.014225836170017504,0.01785755805472422,0.013819493528011796,0.005265813167958261,0.005085945744808624,0.01993639866361865,0.02003536820533016,-0.0018376572685123093,0.006368847202526706,0.0026018797595286094,-0.04725238228991483,-0.044086378123698575,0.17544626463374377,0.08091664131375725,0.12956566923872925,-0.07991141268560202,-0.4561506365672467,-0.15389085708014305,-0.2887317717103715,-0.41786798081456655,-0.0179602078228853,-0.07931571609867494,-0.36881761759750537,-0.13000937490894504,-0.24061036255736648,-0.31516056456663855,-0.012030361523640662,-0.012415786514094,-0.35209825178249926,-0.047754150155539646,-0.17642779321566354,-0.30363813059959177,-0.001068431938547284,-0.056447894562922346,-0.34213825839719086,-0.09033551294617814,-0.15726195314373057,-0.23933836400592554,-0.040377602214208566,0.057117886332537914,0.4305489589095025,0.12618548816158742,0.20779694995386747,0.349783206023259,0.0047961821829250574,0.02054222229734038,0.3289642443379933,0.06191105690727509,0.14899739567338324,0.2893825533542262,-0.029842344274553696,0.03141698139546064,0.09931347465620506,0.039631792194595915,0.05797128198284422,0.09167567846542533,0.0048158111148004,-0.01665843725399548,0.06240368980025044,-0.0019529268506486765,0.017734015576215654,0.04629277647612735,-0.03405150797481135,0.12077648974744423,-0.003602926171652396,0.1373569928638776,0.026662603025960668,0.12656640317172443,0.003011511785533536,0.1297491629791438,0.010946689394706027,0.1345986240562929,0.02055952949595985,-0.0010495817089406674,-0.011643621755343093
feature_22,-0.004314175486351667,-0.0007751762413886483,0.6221765318619884,0.11377781424051803,0.12598235948042,0.08205607572078678,0.12106777268713857,0.06422838177916722,0.0995758687370621,0.22476681514716054,0.2877016805304807,0.18152536783480192,0.21149249046023394,0.40014680765995414,0.4538045393057708,0.34201224268250086,0.38994279021358697,0.23191519897537188,0.2646375700969902,0.7649982762217463,0.8576052539140424,0.6109344505054246,0.700511790944595,0.890275326933067,1.0,0.7903832970773184,0.8830605515647572,0.6747103215441284,0.7631435267603442,-0.4412649184623466,-0.5028403061242591,-0.4905024687407873,-0.5569592745294868,-0.4523231429353057,-0.512235095161933,-0.4964875911783138,-0.5316118137689868,-0.5236969800012975,-0.5678114328469028,0.5725596981736711,0.647924168859441,-0.4253986379916287,-0.47711817297344206,-0.04893140471474042,0.04662584840438012,0.003443923317439922,-0.006210973562439217,-0.04015569204545187,0.029520534250660754,0.04900031254023904,0.041229493128856924,0.03287967331738614,0.01481049901296875,0.005727433543659728,-0.04664160928517175,0.1012757598177721,0.08948184902802526,0.00919463381063477,0.018341306566396598,0.015750700687691223,0.0211599934329954,0.018094233149020617,0.0017001921080926638,0.0016681194493883295,0.024246229725986404,0.024141078846559763,-0.005434960059919719,0.0018415155820364329,-0.0010528045502001442,-0.055639909491832264,-0.05263357193181039,0.13086477168680222,0.10511079360920939,0.14775681255464776,-0.07783793201581625,-0.39094389527084594,-0.14521219873047753,-0.2585741455367303,-0.362407978071711,-0.013529615241346264,-0.07742258976812799,-0.31072566332526824,-0.12599391974150073,-0.21535244002113613,-0.2710824103448293,-0.00806437034532211,-0.001479673588764321,-0.2937084497882498,-0.02867752869755555,-0.13488370230849414,-0.24700506539684336,-0.006761636461263589,-0.04297427590534641,-0.28758281485710735,-0.06795487381848903,-0.12489569990815813,-0.19742527198662144,-0.046223261970797055,0.059821857005751884,0.37342847733118645,0.1261501551637408,0.19625508561351923,0.3110032176204905,-0.0020063263014435395,0.022751220983567345,0.27728658285526125,0.06639380712083931,0.1395066016925463,0.2508634222536308,-0.03780169669453955,0.039139253340021565,0.09224034553355524,0.05015771960832699,0.06749686213298842,0.09297508447991383,-0.0021231266385871206,-0.009535583800462169,0.04983069719730175,0.009331093943699227,0.026052781904500798,0.0451231738696584,-0.04084891926765055,0.06325370083567469,0.023078559475647707,0.08492395023053062,0.060127946742278914,0.0687901443875138,0.03412980613411859,0.07503921534898926,0.04466065214277156,0.08121835265240049,0.05511028472265096,-0.003945559965788097,-0.003867333758394854
feature_23,-0.0036447169585709315,-0.010911275992169293,0.6962585293550482,0.19710981843569444,0.14795014723879096,0.018928787700366795,0.039472110573944,0.0053259061946851856,0.033839964111045825,0.1100388808050372,0.11601121916544363,0.2931923061212717,0.24440423638525752,0.23324986746288653,0.21321220474777253,0.4001479458520216,0.35659964863364596,0.3462587280593863,0.29638368711112734,0.7946908522743726,0.713812284184989,0.8472369456470898,0.7712688885216714,0.9127673900326544,0.7903832970773184,1.0,0.9090502841516344,0.9050079398392675,0.8214459444536295,-0.5863820691524245,-0.5421891240469254,-0.6340570653518732,-0.588550664845802,-0.579874289478528,-0.5391764581782652,-0.6054511325256422,-0.529290409662751,-0.6584140535631888,-0.5831732355101186,0.6679624228423379,0.6126484531516939,-0.5838509723142856,-0.5359930918854191,-0.082564795051465,0.13181081271169437,0.10906316234090192,0.0016978922416534675,-0.039618648556673,0.07296612162919583,0.1293992967652291,0.08020517332331248,0.037503254344646166,0.025307057147953387,-0.008881548119484767,-0.06448329859108762,0.1867914358852743,0.08246811223947463,0.01659644925133205,0.021220671300944658,0.022521010812708245,0.028208290869203075,0.026600756429901756,0.0019583257111657247,0.0019250586906303976,0.017404945648998926,0.017604555966336213,-0.012008642517868057,0.0005729860983430559,-0.004529825116833044,-0.05619562158394446,-0.0531443185756828,0.21479156613368847,0.10843849473700304,0.16101432446744263,-0.09692138546104954,-0.4977586311599282,-0.17781391843874275,-0.3177568056873343,-0.4565152194017074,-0.025446150015076236,-0.09104995366184249,-0.39121903245831624,-0.144693002459521,-0.257023944508259,-0.33536254035652985,-0.017190111229717517,0.004462350975910469,-0.3746158129876157,-0.034259808763175074,-0.17013045057829465,-0.3179272320732558,0.009412015315092864,-0.04629190044648193,-0.35316248039192044,-0.0824420611168049,-0.151830622541503,-0.24509764640475593,-0.03687149239420059,0.08777028319239266,0.46521004234638585,0.16422455866717853,0.24392927557066219,0.3877648346628526,0.01727601782998125,0.044144875231696246,0.34822554592941807,0.08663628987395142,0.17292070491060388,0.3098510721171477,-0.023837563171444746,0.05677498977391937,0.11051826901490608,0.06465286593523414,0.08280463314665813,0.10767794482278241,0.016249854529743795,0.0004847698497670328,0.06941459125133419,0.01602642332540435,0.03576483782917148,0.0564535427024524,-0.028570462684064473,0.1434632428783464,0.004928321223453947,0.1650678319959954,0.03969518886066397,0.15119206038250288,0.011616305015585485,0.15434949132543213,0.020621502955542808,0.16133819894425797,0.03283379296195919,-0.0035127447159660576,-0.010991835317109145
feature_24,-0.007375771820815144,0.0024745694334463476,0.7101818455036922,0.15266019254002103,0.1655351869796694,0.03556125772388854,0.06050939469207558,0.03266051017223798,0.06067301628609261,0.11738178840938027,0.1542106061081165,0.2358848697608027,0.26893072502749354,0.2184092414512683,0.24868789353754978,0.36168459694245786,0.4025384869621449,0.2927699630564027,0.3289986245978901,0.7140273846373512,0.7847739265210566,0.739998612901507,0.8374798661647739,0.8361642475829489,0.8830605515647572,0.9090502841516344,1.0,0.8052851176351479,0.8983471944334972,-0.5126345198392173,-0.5772482932857971,-0.5698037834921661,-0.6402274319769217,-0.5234641115817547,-0.5854169194632637,-0.5495462475602927,-0.5810976839494032,-0.5946446555888534,-0.6372798861495067,0.5855254320812918,0.6506956626148258,-0.4962740973225012,-0.5566390679347315,-0.05522976225080674,0.052356476588057525,0.00825669524906286,6.827136982423998e-05,-0.03815719227551738,0.03644215679411667,0.058639529995338904,0.048173590723465685,0.037470614982250294,0.021113042431000633,0.008551867197519264,-0.06208141548252466,0.12186111454846225,0.11089146605280156,0.011485679235800126,0.023074317900631663,0.017810595226924752,0.023907379434028486,0.025263239582196544,-0.0025612726789405182,-0.0025903896486460525,0.01993837769160495,0.019881863819923063,-0.011176485080962214,0.0033105882058147534,-0.0013285127712307045,-0.06077112522710672,-0.057553698042381606,0.1646132721715828,0.14086167764786167,0.18160555987778843,-0.10588021963228668,-0.49535357988909334,-0.1873339945156445,-0.3240265581329238,-0.45711619381437374,-0.020693479031093757,-0.09722292975345742,-0.3789649375560849,-0.15126544221159716,-0.25773239261465164,-0.3285908324323795,-0.012167142224506714,-0.0032363047464561237,-0.37270661834257407,-0.03954240871725445,-0.16945467347462093,-0.3144234344474929,-0.0042617246625521665,-0.04988842617097522,-0.3456690024539758,-0.08181027479966123,-0.14764699118008853,-0.23789713771436577,-0.04751100747296194,0.0820042787721188,0.461765640689406,0.1627419282770143,0.24472852252907776,0.38756009877195874,0.0030222775067104174,0.03979077299776656,0.33671749947468865,0.08652504711395319,0.1725341610499774,0.3045910471967497,-0.0360723373861453,0.0497665908391955,0.1059877415201459,0.06034179151586292,0.08109839442361899,0.10672604347433738,0.0016044596770176875,-0.004751593231955539,0.06211377701695694,0.01449919747101101,0.035871833747836576,0.05526813687585926,-0.04022620774492791,0.07247306182021711,0.028854663367861355,0.09841570892157195,0.06909376918772023,0.07899224005166634,0.038646308612367425,0.08529980232656943,0.048960817675454835,0.09336557759903379,0.06212321908121811,-0.006966336798032825,-0.0035084791207869483
feature_25,-0.004697835560480285,-0.01710830973102838,0.714088433336266,0.23967964891652516,0.18536575840460032,-0.00316751042769363,0.011913646856524558,-0.00785253689846568,0.015073257557583071,0.05653585701434811,0.057234168576116,0.3467460236563072,0.2936182517193709,0.1342718666902669,0.11609104436052957,0.24948842739247676,0.20471314692572873,0.38199000706182235,0.3217014460679288,0.7179215140730855,0.6312815452878505,0.9569631087217128,0.8630397403698896,0.8215173586907367,0.6747103215441284,0.9050079398392675,0.8052851176351479,1.0,0.8984289915101668,-0.5884740153297915,-0.5398777199880593,-0.6762189882869163,-0.6211448247845066,-0.5963819471793488,-0.5499961055548642,-0.6316503350233149,-0.5454396337943002,-0.690449247654883,-0.6041649592079744,0.6504367465986789,0.5860584502994752,-0.6011028757811576,-0.5509774506516427,-0.09081496263123427,0.14838678250025347,0.12388338247911597,0.007275637978489822,-0.036755849075853206,0.08173631735536976,0.14232450011169104,0.08942715193123235,0.04200116639389579,0.026952647956473924,-0.013659875886854377,-0.0752933116280821,0.21877449400785115,0.10524251720080453,0.017385171719108184,0.02775261744603615,0.023888227571868655,0.029227323518857182,0.02831734735595591,-0.0017705047780800366,-0.0015512333992264058,0.016014990354859066,0.016226478766902586,-0.019993200687603713,-0.0016819396400843387,-0.008258760703011167,-0.06467390781347258,-0.06171366428410853,0.2522545603132109,0.13492546711300404,0.19396689133791867,-0.12003548372691211,-0.5771460663955936,-0.21484597058447089,-0.37429026062977544,-0.5330833484436165,-0.034174801587895,-0.10819062826676762,-0.44506290190258907,-0.16869237460242625,-0.29446242120014665,-0.3835671259661287,-0.022582568257728787,0.0071935247705255225,-0.42492148337528174,-0.03887768820434363,-0.1994671552489617,-0.3593298805953175,0.012084615968202041,-0.04758472624550877,-0.3907615765390137,-0.08805616893087241,-0.16767795629562496,-0.26897696522110065,-0.03944832913861611,0.1097993708985988,0.5378989611685263,0.2019872716684198,0.29474381408652167,0.46270406167960426,0.022690341752204725,0.061748103052838434,0.3977313688438331,0.11418741987145568,0.21084172881098318,0.36314524543639143,-0.02366756961763925,0.06963605197886633,0.12732265171205592,0.08116797068304321,0.10185380092662571,0.13194398347572142,0.019919747701749525,0.008993018010399784,0.08271014760547983,0.028465191267762452,0.049390583104599414,0.07596623918806414,-0.028760943411037354,0.16321701262324376,0.011431311195047826,0.19208396017468957,0.0546561251610594,0.1735780341588968,0.020791158123927542,0.1773384733906902,0.030965286935306698,0.1861597612883881,0.045368005782659634,-0.0045707508944083375,-0.008323678850360443
feature_26,-0.00879183375256171,-0.0025913902168604648,0.730794453226725,0.19408711861409456,0.21536319940379525,0.013195319363887476,0.0292103984572337,0.017191815938257263,0.03749192777672514,0.06407461803348254,0.08669751920643821,0.2874978027221722,0.335557421006967,0.12496734371487754,0.14377787071002143,0.2202189706378677,0.24168180810827816,0.32904070881877956,0.3699286001667346,0.6428435781401336,0.7002595575729825,0.8424472711262772,0.9511393030816567,0.748948640357894,0.7631435267603442,0.8214459444536295,0.8983471944334972,0.8984289915101668,1.0,-0.5167682295598285,-0.5806836089203891,-0.609353475367748,-0.6806364621808162,-0.5395268354894576,-0.6021628475713817,-0.5755395477694115,-0.6046908665689066,-0.625262804921688,-0.6654039287776067,0.5682650908872952,0.6264021310345859,-0.5130472779696473,-0.5780438793785335,-0.06191546914545585,0.05759147503785095,0.007452167911484999,0.0036467079707505905,-0.037564691690531164,0.040497120107315675,0.06235871230630231,0.05434589798611247,0.044292246972211756,0.022979981655168593,0.00665896486443586,-0.07551790141311403,0.14656348518595455,0.14386374205887187,0.01223478984266562,0.03269639985943116,0.019284777132833362,0.025469048917392493,0.028666616988529466,-0.006070766272560224,-0.005916265949909313,0.018752590681525978,0.018659577834487018,-0.018842788004641512,0.000849706301443095,-0.005150627328134568,-0.06957928429019365,-0.06642671848086748,0.200072518196195,0.17884922698722414,0.22709985246226988,-0.13028801230441206,-0.5815508436613276,-0.22615468745744863,-0.38548059341103974,-0.5402066787415368,-0.028344244307587474,-0.11455476066073116,-0.4331565206499169,-0.17467458174705097,-0.2960895440808514,-0.3777301809354012,-0.016440489739874106,-0.0015004269025501974,-0.42445363421678184,-0.04406079940249115,-0.19909444977473367,-0.3561584033126702,-0.00443459101128474,-0.05301545832462559,-0.38212343981137303,-0.08766952062633997,-0.16353272077836392,-0.26075627697579096,-0.053719553475185436,0.10392142993999395,0.5421143645947106,0.20243738138637712,0.3001014077283168,0.4702963940183964,0.005401992801157255,0.05599608610100135,0.38750731469376326,0.11362574740419935,0.21157441916037675,0.3600645890371627,-0.03976815991939791,0.062445209213298825,0.1285928656645224,0.07779229737742506,0.10270651182682686,0.1369835822340062,0.0023554895802879827,0.001862434924951363,0.07770231436869993,0.02645081107736402,0.05020411748394407,0.07748095051291969,-0.04420257326972369,0.08337110888483726,0.03912145500538142,0.11728221026269244,0.09191020663461025,0.09195907884689433,0.05251039788142508,0.09948852600946892,0.06510042997447901,0.10981646490569728,0.08172610710280528,-0.00836336633769142,-0.00013415933785944446
feature_27,-0.003739616770957866,-0.010312474973365349,-0.6364765190497645,0.05455314752221471,0.036093063179439513,0.2110647511161858,0.17761038120812273,0.1897831349731299,0.13225965891796698,0.47921449893942253,0.40449081459526465,0.09906926058576075,0.08105358598091351,0.37706785824977296,0.32572030530621154,0.24352840395944192,0.20779940620276358,0.13137093706930333,0.11172884359012193,-0.4943879879219235,-0.43609636061502255,-0.5547201489256351,-0.5009840487899241,-0.5656596796285471,-0.4412649184623466,-0.5863820691524245,-0.5126345198392173,-0.5884740153297915,-0.5167682295598285,1.0,0.8993564786828553,0.6614567975887555,0.5830344437095577,0.8814503476543697,0.783576549873737,0.7947224145681634,0.6814026005774485,0.7150990073582342,0.6189157885176289,-0.49516437019950293,-0.4419512717802385,0.7712255313398523,0.6992390009955661,-0.04498649839003976,0.067046484430617,0.05160342445813477,-0.0013623240587213746,-0.027947844050661377,0.022224840561985093,0.052282345811328644,0.028198016497433226,0.011104673568305202,-0.0011109489929104698,-0.01144440951039704,-0.01941462200946945,0.08925607018885803,0.041778622282794796,0.01387122321365437,0.010667517086194574,0.012476117755579622,0.014340634121063865,0.011730720405286926,0.014254871880999408,0.014658098065184708,0.013660176367332414,0.014140279479870562,0.01089244703667808,-0.024249770257946293,-0.015759307351150154,0.011119336874193345,0.010546926395918131,0.07146395071406704,0.01907027726607055,0.051256640366518856,0.05794671656467835,0.3869462420440517,0.1340050193527647,0.24052447104103689,0.35293352617034623,-0.007773575114412993,0.06143459777984302,0.3223740565211228,0.11900946503680834,0.21048984714135993,0.2737892672677351,-0.00653915548141807,0.02235901967971504,0.3625254240066784,0.07391023139933776,0.19124310344619677,0.3149941518856012,0.00951290678099152,0.003342001339217188,0.3375405042540896,0.060323964243429076,0.13686642396725643,0.23768471726067747,-0.01749270005987329,-0.02810458402035779,-0.3137631806458961,-0.08061797206303398,-0.13460906392381228,-0.2423116087712273,0.009492984096081094,-0.055579173418422174,-0.2558323565221386,-0.0751912457732045,-0.13104720992819807,-0.2339603550559373,-0.01810614179882813,0.0015797044063591786,0.04143905928069129,0.010850371994901117,0.02135901902932426,0.039561524752551584,0.010277235743764993,-0.022496446532631637,0.01891813589099951,-0.008943239044288757,0.002218449794158108,0.014611983825974185,-0.0167941995393476,0.06966336760588003,-0.0003715726413228354,0.08002998628399906,0.024520240598911256,0.0743284412002567,0.009490266826570141,0.07640565079577592,0.016460527317229183,0.07808282849478117,0.020902864671622775,-0.0036126492977905655,0.03164135811544728
